codArt;nomArt;alto_cm;ancho_cm;largo _cm;Peso_kg;Ubicación
FN0095;ROCURONIO BROMURO 50MG/5ML (10MG/ML) SOLUCION INYECTABLE;5,7;4,8;11,9;196,00;Cadena de Frio
VT0006;AMPICILINA 1G POLVO A SOLUCION INYECTABLE;5,5;4,8;11,5;127,00;Carga Seca
NVX009;SIMETICONA 1G/100ML SUSPENSION ORAL;16,00;4,8;7,00;405,00;Carga Seca
THE023;RIOCIGUAT 2,5MG TABLETA RECUBIERTA;9,20;4,70;13,80;49,00;Comerciales
MK0326;BOSENTAN 62,5MG TABLETA;8,50;4,70;4,20;20,00;Comerciales
MSN029;BOSENTAN 62,5MG TABLETA;8,50;4,70;4,20;20,00;Comerciales
FCH003;CASTAÑO DE INDIAS 300MG GRAGEA;8,20;4,70;4,50;42,00;Carga Seca
FR0010;TIROFIBAN 12,5MG/50ML (0,25MG/ML) SOLUCION INYECTABLE;8,05;4,70;5,00;116,00;Comerciales
NK0022;SEMAGLUTIDA 14MG TABLETA;7,50;4,70;14,50;48,00;Comerciales
FC0021;PENICILINA G SODICA 1.000.000UI POLVO A SOLUCION INYECTABLE;6,00;4,70;11,20;147,00;Carga Seca
FC0005;CEFALOTINA 1G POLVO A SOLUCION INYECTABLE;6,00;4,70;11,20;152,00;Carga Seca
FC0020;AMPICILINA 1G POLVO A SOLUCION INYECTABLE;5,80;4,70;11,00;153,00;Carga Seca
FC0025;CEFAZOLINA 1G POLVO A SOLUCION INYECTABLE;5,50;4,70;11,00;153,00;Carga Seca
VT0119;ESOMEPRAZOL 40MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,40;4,70;11,20;128,00;Carga Seca
BP0080;TOXINA BOTULINICA TIPO A 300UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;2,50;4,70;7,50;18,00;Cadena de Frio
PF0097;DALTEPARINA 7.500UI/0,3ML SOLUCION INYECTABLE;13,10;4,70;14,40;87,00;Comerciales
MK0162;YODOPOVIDONA 11G/100ML SOLUCION TOPICA;11,40;4,70;4,70;157,00;Comerciales
BU0073;YODOPOVIDONA 10G/100ML (10%) SOLUCION TOPICA;11,40;4,70;4,70;157,00;Comerciales
GF0405;RISPERIDONA 1MG/ML (0,1%) SOLUCION ORAL;10,10;4,70;5,00;94,00;Carga Seca
SM0039;DOXORUBICINA 50MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;10,00;4,70;4,70;65,00;Comerciales
SP0015;CONDROITINA  + HIALURONATO DE SODIO (1,8MG+1,0MG) /ML SOLUCION OFTALMICA;9,00;4,7;2,7;25,00;Carga Seca
PX0173;DORZOLAMIDA + TIMOLOL + BRIMONIDINA (20MG+5MG+2MG) /ML SOLUCION OFTALMICA;9,00;4,7;2,7;20,00;Carga Seca
LF0265;ACETAMINOFEN + NAPROXENO + CAFEINA 250MG+220MG+65MG TABLETA RECUBIERTA;9,00;4,7;10,5;67,00;Carga Seca
HU0123;ENTACAPONA + LEVODOPA + CARBIDOPA 200MG+200MG+50MG TABLETA;9,00;4,7;4,7;61,00;Carga Seca
HU0022;ESPIRONOLACTONA 100MG TABLETA RECUBIERTA;7,7;4,7;10,5;80,00;Carga Seca
PF0008;CABERGOLINA 0,5MG TABLETA;7,3;4,7;4,7;28,00;Carga Seca
SG0097;ATORVASTATINA 20MG TABLETA RECUBIERTA;7,2;4,7;10,8;80,00;Carga Seca
SG0069;ATORVASTATINA 40MG TABLETA RECUBIERTA;7,2;4,7;10,7;80,00;Carga Seca
MK0259;BISOPROLOL 2,5MG TABLETA RECUBIERTA;7,00;4,7;4;21,00;Carga Seca
LB0053;PRAZOSINA 1MG TABLETA;6,5;4,7;8,5;37,00;Carga Seca
LP0131;LEVETIRACETAM 1.000MG TABLETA RECUBIERTA;6,5;4,7;9,2;76,00;Carga Seca
SG0074;LEVOTIROXINA 25MCG TABLETA;6,00;4,7;9,5;48,00;Carga Seca
FC0029;CEFRADINA 1G POLVO A SOLUCION INYECTABLE;6,00;4,7;11,20;157,00;Carga Seca
EC0001;N-ACETILCISTEINA 600MG GRANULADO A SOLUCION ORAL;5,8;4,7;7;70,00;Carga Seca
VT0108;METILPREDNISOLONA 500MG POLVO A SOLUCION INYECTABLE;5,5;4,7;11,5;130,00;Carga Seca
VT0042;PENICILINA G SODICA 1.000.000UI POLVO A SOLUCION INYECTABLE;5,5;4,7;11,4;124,00;Carga Seca
VT0011;CEFAZOLINA 1G POLVO A SOLUCION INYECTABLE;5,5;4,7;11,5;134,00;Carga Seca
FC0003;AMPICILINA 500MG POLVO A SOLUCION INYECTABLE;5,5;4,7;11,00;145;Carga Seca
VT0028;HIDROCORTISONA 100MG POLVO A SOLUCION INYECTABLE;5,4;4,7;11,5;124,00;Carga Seca
TF0030;TAMOXIFENO 20MG COMPRIMIDO;5,00;4,7;10,3;57,00;Carga Seca
TE0175;NISTATINA + ZINC OXIDO (10.000.000UI+20G) /100G CREMA TOPICA;4,00;4,7;15,00;78,00;Carga Seca
FK0060;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS BOTELLA X 200ML;14,2;4,7;4,7;232,00;Carga Seca
FK0106;APME LIQUIDO FÓRMULA POLIMÉRICA PARA ADULTOS BOTELLA X 200ML;14,00;4,7;4,7;232,00;Carga Seca
FK0136;APME LIQUIDO FÓRMULA POLIMERICA PARA ADULTOS BOTELLA X 200ML;14,00;4,7;4,7;234,00;Carga Seca
AT0083;BUDESONIDA + FORMOTEROL (160MCG+4,5MCG) /DOSIS SOLUCION PARA INHALACION;11,00;4,7;6,2;61,00;Carga Seca
LB0067;NITAZOXANIDA 100MG/5ML POLVO A SUSPENSION ORAL;10,00;4,7;4,7;40,00;Carga Seca
MK0017;AMOXICILINA 125MG/5ML POLVO A SUSPENSION ORAL;9,00;4,60;4,60;92,00;Carga Seca
BX0031;IFOSFAMIDA 2G POLVO LIOFILIZADO A SOLUCION INYECTABLE;9,00;4,60;4,6;66,00;Comerciales
AT0085;DURVALUMAB 500MG/10ML (50MG/ML) SOLUCION PARA INFUSION;8,00;4,60;8,60;54,00;Cadena de Frio
MSN028;BOSENTAN 125MG TABLETA RECUBIERTA;8,00;4,60;4,00;34,00;Comerciales
SVP015;VALACICLOVIR 500MG TABLETA RECUBIERTA;7,00;4,60;5,50;46,00;Carga Seca
MK0243;FUROSEMIDA 40MG TABLETA;5,00;4,60;12,10;72,00;Carga Seca
MK0233;HIDROCLOROTIAZIDA 25MG TABLETA;5,00;4,60;12,10;67,00;Carga Seca
BP0015;TOXINA BOTULINICA TIPO A 500UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;2,60;4,60;7,50;18,00;Cadena de Frio
SG0186;DOMPERIDONA 1MG/ML SUSPENSION ORAL;9,00;4,6;5,5;140,00;Carga Seca
SG0128;SIMETICONA + CINITAPRIDA 200MG+1MG TABLETA;6,00;4,6;9,5;60,00;Carga Seca
VT0098;VECURONIO BROMURO 4MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;4,5;4,6;11,2;113,00;Carga Seca
NV0082;FENILEFRINA + CETIRIZINA (10MG+5MG) /5ML JARABE;9,30;4,50;4,50;90,00;Carga Seca
GF0092;DOMPERIDONA 1MG/ML SUSPENSION ORAL;9,20;4,50;5,30;145,00;Carga Seca
DR0016;PEMETREXED 500MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;9,00;4,50;5;51,00;Comerciales
NV0123;PREDNISOLONA 3MG/ML SOLUCION ORAL;9,00;4,50;5,50;86,00;Carga Seca
HU0099;RIVASTIGMINA 18MG/9,5MG PARCHE TRANSDERMICO;9,00;4,50;7,20;67,00;Comerciales
CYH011;DARUNAVIR + RITONAVIR 800MG+100MG TABLETA;8,50;4,50;4,50;69,00;Comerciales
JN0060;EPOPROSTENOL 1,5MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;8,50;4,50;4,70;35,00;Comerciales
JN0017;TOPIRAMATO 25MG TABLETA;8,20;4,50;4,50;39,00;Carga Seca
JN0019;TOPIRAMATO 100MG TABLETA;8,20;4,50;4,50;45,00;Carga Seca
GRM005;HIDROCORTISONA 10MG TABLETA;8,00;4,50;4,70;48,00;Comerciales
DR0001;AZACITIDINA 100MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;8,00;4,50;5;46,00;Comerciales
BT0102;BOSENTAN 125MG TABLETA RECUBIERTA;8,00;4,50;4,50;47,00;Comerciales
TE0266;BOSENTAN 125MG TABLETA RECUBIERTA;8,00;4,50;4,00;32,00;Comerciales
JN0033;TRABECTEDINA 1MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;7,90;4,50;4,60;41,00;Cadena de Frio
NO0050;VALSARTAN + HIDROCLOROTIAZIDA 320MG+12,5MG COMPRIMIDO RECUBIERTO;7,5;4,50;15;46,00;Carga Seca
SVP101;ESZOPICLONA 2MG TABLETA RECUBIERTA;7,00;4,50;5,50;27,00;Carga Seca
SVP121;POMALIDOMIDA 4MG CAPSULA DURA;6,80;4,50;5,30;33,00;Comerciales
PX0198;TOLTERODINA 2MG CAPSULA DE LIBERACION PROLONGADA;6,50;4,50;10,20;26,00;Carga Seca
RM0105;ZINC OXIDO + CALAMINA + D PANTENOL + HIALURONICO ACIDO CREMA TOPICA;6,00;4,50;15,00;78,00;Carga Seca
PX0085;RETINOL (VITAMINA A) 100.000UI CAPSULA BLANDA;5,10;4,50;8,40;27,00;Carga Seca
PX0019;COMPLEJO B + NICOTINAMIDA (B1+B2+B6) + 50MG CAPSULA BLANDA;5,10;4,50;8,50;43,00;Carga Seca
SA0150;KETOPROFENO 2,5G/100G (2,5%) GEL TOPICO;5,00;4,50;14,50;44,00;Carga Seca
THE002;BOSENTAN 125MG TABLETA RECUBIERTA;4,70;4,50;11,00;39,00;Comerciales
BI0002;ACICLOVIR 400MG TABLETA;4,60;4,50;11,20;44,00;Carga Seca
BY0083;ACIDO ACETIL SALICILICO 81MG TABLETA;4,50;4,50;7,30;27,00;Carga Seca
BU0029;LOSARTAN 100MG TABLETA RECUBIERTA;4,50;4,50;10,50;41,00;Carga Seca
WT0040;TRAZODONA 50MG TABLETA;4,50;4,50;9,30;17,00;Carga Seca
GF0102;FLUCONAZOL 150MG CAPSULA;3,00;4,50;9,20;5,00;Carga Seca
JN0022;USTEKINUMAB 45MG/0,5ML SOLUCION INYECTABLE;3,00;4,50;13,50;35,00;Cadena de Frio
PX0297;CANNABIDIOL 100MG/ML SOLUCION ORAL;13,00;4,50;6;148,00;Comerciales
EUF077;RISPERIDONA 3MG TABLETA RECUBIERTA;11,5;4,50;7;24,00;Carga Seca
SLM004;DESMOPRESINA 0,1MG/ML SOLUCION PARA INHALACION;11,40;4,50;4,50;41,00;Carga Seca
AT0070;BUDESONIDA + FORMOTEROL (80MCG+4,5MCG) /DOSIS SUSPENSION PARA INHALACION;11,10;4,50;6,00;61,00;Carga Seca
LC0005;ALUMINIO ACETATO 0,059G/100ML LOCION TOPICA;11,00;4,50;4,5;140,00;Carga Seca
LC0008;GUAYACOLATO 100MG/5ML JARABE;11,00;4,50;4,50;157,00;Carga Seca
LC0003;DIFENHIDRAMINA 12,5MG/5ML JARABE;11,00;4,50;4,50;155,00;Carga Seca
MK0112;METRONIDAZOL 250MG/5ML SUSPENSION ORAL;11,00;4,50;4,50;163,00;Carga Seca
GL0155;FLUTICASONA FUROATO + VILANTEROL (200MCG+25MCG) /DOSIS POLVO PARA INHALACION BUCAL;10,5;4,50;9;110,00;Comerciales
AT0015;BUDESONIDA + FORMOTEROL (320MCG+9MCG) /DOSIS POLVO PARA INHALACION;10,00;4,50;4,50;60,00;Carga Seca
AT0022;BUDESONIDA + FORMOTEROL (160MCG+4,5MCG) /DOSIS POLVO PARA INHALACION;10,00;4,50;4,50;61,00;Carga Seca
EUF057;ACICLOVIR 800MG TABLETA;10,00;4,50;11,20;68,00;Carga Seca
LB0033;NAPROXENO 150MG/5ML (3%) SUSPENSION ORAL;9,5;4,5;4,5;107,00;Carga Seca
SVP002;ZIDOVUDINA + LAMIVUDINA 300MG+150MG TABLETA;9,5;4,5;4,5;70,00;Carga Seca
BX0007;CICLOFOSFAMIDA 500MG POLVO A SOLUCION INYECTABLE;9,5;4,5;5,00;68,00;Comerciales
SIM002;LIDOCAINA S/EPINEFRINA (1%) SOLUCION INYECTABLE;9,5;4,5;10,5;161,00;Carga Seca
LF0123;BISMUTO SUBSALICILATO 262MG TABLETA MASTICABLE;9,00;4,5;10,5;77,00;Carga Seca
LF0238;IBUPROFENO + ACETAMINOFEN + CAFEINA 400MG+250MG+65MG TABLETA RECUBIERTA;9,00;4,5;105;87,00;Carga Seca
HU0096;RIVASTIGMINA 9MG/4,6MG PARCHE TRANSDERMICO;9,00;4,5;7;54,00;Comerciales
LF0287;LEVOTIROXINA 100MCG TABLETA;9,00;4,5;4,5;44,00;Carga Seca
LF0283;LEVOTIROXINA 25MCG TABLETA;9,00;4,5;4,5;44,00;Carga Seca
LF0286;LEVOTIROXINA 88MCG TABLETA;9,00;4,5;4,5;44,00;Carga Seca
LF0289;LEVOTIROXINA 137MCG TABLETA;9,00;4,5;4,5;43,00;Carga Seca
PF0063;SUNITINIB MALATO 12,5MG CAPSULA;9,00;4,5;4,5;35,00;Comerciales
LL0004;GEMCITABINA 1G POLVO LIOFILIZADO A SOLUCION INYECTABLE;9,00;4,5;5;57,00;Comerciales
LF0290;LEVOTIROXINA 150MCG TABLETA;8,7;4,5;4,5;43,00;Carga Seca
AX0001;TETRABENAZINA 25MG TABLETA;8,5;4,5;4,5;43,00;Comerciales
LQ0052;NISTATINA 100.000UI/ML SUSPENSION ORAL;8,5;4,5;4,5;92,00;Carga Seca
LG0003;DIHIDROCODEINA 13,6MG/ML SOLUCION ORAL;8,5;4,5;4,5;56,00;Carga Seca
AP0026;MITOMICINA 20MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;8,5;4,5;4,5;71,00;Comerciales
LF0071;NIMODIPINO 30MG TABLETA RECUBIERTA;8,00;4,5;10;57,00;Carga Seca
LF0022;CIPROFLOXACINO 500MG TABLETA RECUBIERTA;8,00;4,5;10;106,00;Carga Seca
LF0371;VALSARTAN + CLORTALIDONA 160MG+12,5MG TABLETA RECUBIERTA;8,00;4,5;11,00;32,00;Carga Seca
PF0117;TOFACITINIB CITRATO 11MG TABLETA DE LIBERACION PROLONGADA;8,00;4,5;4,5;36,00;Comerciales
LF0370;VALSARTAN + CLORTALIDONA 160MG+25MG TABLETA RECUBIERTA;8,00;4,5;11,00;33,00;Carga Seca
XN0052;AZACITIDINA 100MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;8,00;4,5;4,00;44,00;Comerciales
HU0054;LAMOTRIGINA 100MG TABLETA DISPERSABLE;7,7;4,5;10,5;48,00;Carga Seca
LF0100;ACETAMINOFEN 500MG TABLETA;7,5;4,5;10,00;80,00;Carga Seca
GR0045;ACETAMINOFEN + HIDROCODONA 325MG+5MG TABLETA;7,5;4,5;10,5;66,00;Carga Seca
LS0170;TEMOZOLOMIDA 100MG CAPSULA DURA;7,5;4,5;4,00;59,00;Comerciales
LS0187;TEMOZOLOMIDA 140MG CAPSULA DURA;7,5;4,5;4,00;60,00;Comerciales
LG0081;EVEROLIMUS 5MG TABLETA;7,5;4,5;10,5;36,00;Comerciales
LG0080;EVEROLIMUS 10MG TABLETA;7,5;4,5;10,5;43,00;Comerciales
LS0193;TEMOZOLOMIDA 20MG CAPSULA DURA;7,5;4,5;4,00;59,00;Comerciales
MSN036;POMALIDOMIDA 2MG CAPSULA DURA;7,4;4,5;4,5;29,00;Comerciales
RM0032;LEVETIRACETAM 1.000MG TABLETA RECUBIERTA;7,3;4,5;12,7;67,00;Carga Seca
LG0009;RASAGILINA 1MG TABLETA;7,00;4,5;4,5;26,00;Carga Seca
SG0111;CLONAZEPAM 0,5MG TABLETA RECUBIERTA;7,00;4,5;10,5;80,00;Controlados
AT0080;OSIMERTINIB 80MG TABLETA RECUBIERTA;7,00;4,5;15,00;43,00;Comerciales
ASC003;TACROLIMUS 1MG CAPSULA;6,7;4,5;13,00;34,00;Carga Seca
SG0052;CARBONATO DE CALCIO 600MG TABLETA RECUBIERTA;6,5;4,5;11;102,00;Carga Seca
SG0153;SIMETICONA + CINITAPRIDA 200MG+1MG TABLETA MASTICABLE;6,5;4,5;9,5;65,00;Carga Seca
LP0077;METOCLOPRAMIDA 10MG TABLETA;6,3;4,5;8,2;60,00;Carga Seca
LP0071;COLCHICINA 0,5MG TABLETA;6,2;4,5;8,00;63,00;Carga Seca
LQ0177;ACETAMINOFEN + HIOSCINA N-BUTIL BROMURO 325MG+10MG TABLETA RECUBIERTA;6,2;4,5;8,7;61,00;Carga Seca
LP0129;GLIBENCLAMIDA 5MG TABLETA;6,2;4,5;8,2;63,00;Carga Seca
SG0112;LEVOTIROXINA 50MCG TABLETA;6,00;4,5;9,5;65,00;Carga Seca
SG0113;LEVOTIROXINA 100MCG TABLETA;6,00;4,5;9,5;65,00;Carga Seca
NVX008;CARBON ACTIVADO + SIMETICONA 250MG+80MG CAPSULA;6,00;4,5;9,5;37,00;Carga Seca
MG056;CLONIXINATO DE LISINA + PROPINOX 125MG+10MG TABLETA RECUBIERTA;6,00;4,5;10,5;69,00;Comerciales
SG0038;METIMAZOL 5MG TABLETA;5,5;4,5;10,5;40,00;Carga Seca
LF0057;LORATADINA 10MG TABLETA;5,5;4,5;8,00;27,00;Carga Seca
ASC018;MICOFENOLATO 500MG TABLETA;5,5;4,5;14;53,00;Carga Seca
LF0060;LOVASTATINA 20MG TABLETA;5,5;4,5;8,00;31,00;Carga Seca
RM0115;CLONIXINATO DE LISINA + ERGOTAMINA 125MG+1MG COMPRIMIDO RECUBIERTO;5,00;4,5;10;59,00;Comerciales
FR0044;SUGAMMADEX 200MG/2ML (100MG/ML) SOLUCION INYECTABLE;4,5;4,5;9,5;98,00;Comerciales
BX0236;VANCOMICINA 500MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;4,5;4,5;7,5;22,00;Carga Seca
NUT001;ALIMENTO EN POLVO A BASE DE MALTODEXTRINA CON VITAMINAS Y MINERALES SOBRES X 1G;4,00;4,5;13,5;57,00;Carga Seca
LQ0005;ALBENDAZOL 200MG TABLETA;3,5;4,5;15,5;56,00;Carga Seca
SUA001;CLOBETASOL 0,05G/100G (0,05%) CREMA TOPICA;3,00;4,5;15,5;53,00;Carga Seca
PA0083;CLOTRIMAZOL 1G/100G (1%) CREMA TOPICA;2,7;4,5;16,00;53,00;Carga Seca
PA0027;ALUMINIO HIDROXIDO + MAGNESIO + SIMETICONA (4G+4G+0,4G) /100ML SUSPENSION ORAL;16,00;4,5;7,5;437,00;Carga Seca
BI0065;ALUMINIO HIDROXIDO + MAGNESIO + SIMETICONA (4G+4G+0,4G) /100ML SUSPENSION ORAL;16,00;4,5;7,5;435,00;Carga Seca
BP0077;MESALAZINA 1G SUPOSITORIO;15,00;4,5;9,2;82,00;Comerciales
NV0067;ALGINATO DE SODIO + CARBONATO DE CALCIO + BICARBONATO DE SODIO (5G+3,25G+2,13G) /100ML SUSPENSION;14,00;4,5;6,5;299,00;Carga Seca
ASP016;SERTRALINA 20MG/ML SOLUCION ORAL;13,7;4,5;8,00;192;Carga Seca
PF0010;DALTEPARINA 5.000UI/0,2ML SOLUCION INYECTABLE;13,00;4,5;14,5;87,00;Comerciales
PF0067;DALTEPARINA 2.500UI/0,2ML SOLUCION INYECTABLE;13,00;4,5;14,5;87,00;Comerciales
RM0135;KETOCONAZOL 2G/100ML (2%)EMULSION TOPICA - SHAMPOO;13,00;4,5;6,7;151,00;Carga Seca
PF0138;VENLAFAXINA 150MG CAPSULA DE LIBERACION PROLONGADA;12,7;4,5;9;46,00;Carga Seca
VP0004;DIAZOXIDE 50MG/ML SUSPENSION ORAL;12,00;4,5;6,5;97,00;Comerciales
EC0038;YODOPOVIDONA 0,8G/100ML (8%) SOLUCION BUCOFARINGEA;11,5;4,5;4,5;147,00;Carga Seca
HU0053;DIHIDROCODEINA 2,42MG/ML JARABE;11,00;4,5;4,5;158,00;Carga Seca
NV0028;VALPROICO ACIDO250MG/5ML JARABE;11,00;4,5;4,5;162,00;Carga Seca
EC0101;CLORFENIRAMINA 2MG/5ML JARABE;11,00;4,5;4,5;168,00;Carga Seca
EC0052;SULFAMETOXAZOL + TRIMETOPRIM (200MG+40MG) /5ML SUSPENSION ORAL;11,00;4,5;4,5;156,00;Carga Seca
EC0008;COMPLEJO B + NICOTINAMIDA (B1+B2+B6) + 400MG JARABE;11,00;4,5;4,5;172,00;Carga Seca
GF0278;ALUMINIO ACETATO 0,118G/100ML LOCION TOPICA;11,00;4,5;4,5;150,00;Carga Seca
EC0130;SULFAMETOXAZOL + TRIMETOPRIM (400MG+80MG) /5ML SUSPENSION ORAL;11,00;4,5;4,5;158,00;Carga Seca
EC0014;METRONIDAZOL 125MG/5ML SUSPENSION ORAL;11,00;4,5;4,5;155,00;Carga Seca
LC0004;CLORFENIRAMINA 2MG/5ML JARABE;11,00;4,5;4,5;155,00;Carga Seca
BX0006;CICLOFOSFAMIDA 1G POLVO A SOLUCION INYECTABLE;11,00;4,5;4,5;104,00;Comerciales
EC0117;KETOTIFENO 1MG/5ML JARABE;11,00;4,5;4,5;145,00;Carga Seca
NEX045;ACETAMINOFEN (PARACETAMOL) 1.000MG/100ML (10MG/ML) SOLUCION INYECTABLE;11,00;4,5;4,5;196,00;Carga Seca
EC0122;SULFATO FERROSO 4G/100ML JARABE;11,00;4,5;4,5;176,00;Carga Seca
EUF082;ALUMINIO HIDROXIDO 6,15G/100ML SUSPENSION ORAL;10,8;4,5;6,00;187,00;Carga Seca
HU0021;CLOROQUINA FOSFATO 250MG (150MG) TABLETA;10,7;4,5;18;177,00;Carga Seca
GL0150;UMECLIDINIO + VILANTEROL (62,5MCG+25MCG) /DOSIS POLVO PARA INHALACION;10,5;4,5;9;110,00;Comerciales
GL0144;FLUTICASONA FUROATO + VILANTEROL (100MCG+25MCG) /DOSIS POLVO PARA INHALACION BUCAL;10,5;4,5;9;110,00;Comerciales
GL0145;FLUTICASONA FUROATO + UMECLIDINIO + VILANTEROL (100MCG+62,5MCG+25MCG)/DOSIS POLVO PARA INHALACION B;10,5;4,5;9;110,00;Comerciales
JN0067;IBRUTINIB 420MG TABLETA RECUBIERTA;10,5;4,5;21;137,00;Comerciales
JN0068;IBRUTINIB 560MG TABLETA RECUBIERTA;10,5;4,5;21;141,00;Comerciales
LP0111;NORFLOXACINO 400MG TABLETA RECUBIERTA;10,2;4,5;20,00;230,00;Carga Seca
GF0050;CEFALEXINA 250MG/5ML POLVO A SUSPENSION ORAL;10,00;4,5;4,5;108,00;Carga Seca
AT0014;BUDESONIDA + FORMOTEROL (160MCG+4,5MCG) /DOSIS POLVO PARA INHALACION;10,00;4,5;4,5;60,00;Carga Seca
GF0076;DESLORATADINA 0,05G/100ML (0,05%) JARABE;8,80;4,40;4,40;96,00;Carga Seca
JN0046;DARATUMUMAB 400MG/20ML (20MG/ML) SOLUCION PARA INFUSION;8,30;4,40;4,10;57,00;Cadena de Frio
GDR004;IFOSFAMIDA 1G POLVO LIOFILIZADO A SOLUCION INYECTABLE;7,60;4,40;4,50;29,00;Comerciales
GL0154;MEPOLIZUMAB 100MG/ML SOLUCION INYECTABLE;19,50;4,40;7,30;80,00;Cadena de Frio
NTB002;SUPLEMENTO DIETARIO A BASE DE MAGNESIO + POTASIO CAPSULA DURA;13,20;4,40;4,4;88,00;Carga Seca
GD0021;PEROXIDO DE BENZOILO + ADAPALENO (2,5G+0,1G) /100G GEL TOPICO;10,20;4,40;4,40;68,00;Carga Seca
EC0113;AMLODIPINO 5MG TABLETA;10,00;4,40;8,00;62,00;Comerciales
JN0069;DARATUMUMAB 1.800MG/15ML (120MG/ML) SOLUCION INYECTABLE;8,40;4,4;4,00;55,00;Cadena de Frio
GF0117;METOCARBAMOL + IBUPROFENO 500MG+200MG TABLETA RECUBIERTA;7,5;4,4;9,00;37;Carga Seca
LG0058;IBUPROFENO + HIDROCODONA 200MG+5MG TABLETA;6,00;4,4;4,4;25,00;Carga Seca
BR0013;ENTECAVIR 0,5MG TABLETA RECUBIERTA;9,50;4,30;6,00;50,00;Comerciales
PF0216;ALPRAZOLAM 0,75MG/ML SOLUCION ORAL;8,80;4,30;4,30;65,00;Controlados
NV0157;RIFAXIMINA 550MG TABLETA RECUBIERTA;8,70;4,30;10,00;49,00;Carga Seca
PX0066;PAMOATO PIRANTEL 250MG CAPSULA BLANDA;8,00;4,30;12,50;83,00;Carga Seca
LP0139;IMIPRAMINA 25MG TABLETA RECUBIERTA;7,60;4,30;10,60;58,00;Comerciales
BU0055;CICLOPIROXOLAMINA 7,32G (8%) SOLUCION TOPICA;6,70;4,30;4,30;24,00;Carga Seca
PX0260;RITUXIMAB 100MG/10ML (10MG/ML) SOLUCION INYECTABLE;6,70;4,30;4,40;35,00;Cadena de Frio
AMG010;PANITUMUMAB 100MG/5ML (20MG/ML) SOLUCION CONCENTRADA PARA INFUSION;6,00;4,30;4,90;28,00;Cadena de Frio
BR0030;IPILIMUMAB 50MG/10ML (5MG/ML) SOLUCION INYECTABLE;19,40;4,30;7,30;80,00;Cadena de Frio
ND0002;PROTECTOR SOLAR DE AMPLIO ESPECTRO SPF 50+;18,00;4,30;4,30;149,00;Comerciales
QUI007;ALUMINIO ACETATO 0,059G/100ML LOCION TOPICA;14,50;4,30;4,30;138,00;Carga Seca
NV0114;LORATADINA 5MG/5ML JARABE;10,00;4,30;4,30;113,00;Carga Seca
RM0065;DORZOLAMIDA + TIMOLOL + BRIMONIDINA (20MG+5MG+2MG) /ML SOLUCION OFTALMICA;9,00;4,3;3,00;16,00;Carga Seca
SG0098;VALSARTAN + AMLODIPINO 320MG+5MG COMPRIMIDO;8,7;4,3;14,5;61,00;Carga Seca
SER008;PERINDOPRIL ARGININA + AMLODIPINO 5MG+5MG COMPRIMIDO RECUBIERTO;6,5;4,3;4,3;23,00;Carga Seca
SER010;PERINDOPRIL ARGININA + AMLODIPINO + INDAPAMINA 10MG+5MG+2,5MG COMPRIMIDO RECUBIERTO;6,5;4,3;4,3;29,00;Carga Seca
SER011;SULBUTIAMINA 200MG COMPRIMIDO RECUBIERTO;6,5;4,3;4,3;29,00;Carga Seca
SER015;PERINDOPRIL 5MG COMPRIMIDO RECUBIERTO;6,5;4,3;4,3;23,00;Carga Seca
SER012;AMLODIPINO + PERINDOPRIL ARGININA + INDAPAMIDA 10MG+5MG+1,25MG COMPRIMIDO RECUBIERTO;6,5;4,3;4,3;28,00;Carga Seca
LQ0036;SULFADIAZINA PLATA 1G/100G (1%) CREMA TOPICA;5,00;4,3;4,5;47,00;Carga Seca
LP0059;KETOCONAZOL 200MG TABLETA;10,2;4,3;19,00;192,00;Carga Seca
LP0015;CARBAMAZEPINA 200MG TABLETA;10,00;4,3;19;196,00;Carga Seca
EC0127;ATORVASTATINA 80MG TABLETA RECUBIERTA;10,00;4,3;7,3;99,00;Carga Seca
FR0041;LOSARTAN 100MG TABLETA RECUBIERTA;9,90;4,20;10,10;90,00;Comerciales
LP0141;LOSARTAN 100MG TABLETA;9,90;4,20;10,1;90,00;Comerciales
PF0126;TRASTUZUMAB 440MG POLVO A SOLUCION INYECTABLE;9,40;4,20;6,60;86,00;Cadena de Frio
SH0027;TEMOZOLOMIDA 100MG CAPSULA DURA;9,30;4,20;6,10;25,00;Comerciales
MR0061;CETUXIMAB 100MG/20ML (5MG/ML) SOLUCION INYECTABLE;9,10;4,20;4,20;56,00;Cadena de Frio
NV0096;DIMETICONA + PINAVERIO BROMURO 300MG+100MG CAPSULA DURA;8,70;4,20;10,30;42,00;Carga Seca
